Phone Number,Account Length,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn_Prediction,Usage_Category,Churn_Probability,Recommended_Products,Top_10_Features,tenure
329-6562,138,0,170.5,87,28.99,118.2,116,10.05,187.9,111,8.46,11.2,7,3.02,2,0,0,0.239456003,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",1
363-3515,79,0,205.7,123,34.97,214.5,108,18.23,226.1,106,10.17,6.7,18,1.81,1,0,0,0.186942442,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",25
374-7787,95,0,165.5,84,28.14,286.2,112,24.33,198.9,89,8.95,11.5,2,3.11,1,0,0,0.44353246,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",61
345-2931,127,0,221,100,37.57,160.7,113,13.66,233.1,96,10.49,6.8,4,1.84,2,0,0,0.190846816,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",17
373-5732,137,0,242.1,118,41.16,191,93,16.24,218.6,50,9.84,14.7,2,3.97,3,0,0,0.452994263,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",41
348-7437,97,0,151.6,107,25.77,155.4,96,13.21,240,112,10.8,14.7,4,3.97,1,0,0,0.308458757,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",1
332-9460,149,0,176.2,87,29.95,145,81,12.33,249.5,92,11.23,5.7,4,1.54,0,0,0,0.15804753,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",72
355-6531,117,22,196,82,33.32,322.7,82,27.43,225.6,120,10.15,3.7,5,1,1,0,0,0.050286919,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",1
336-9390,84,0,159.5,125,27.12,247.1,90,21,187.9,82,8.46,7.2,4,1.94,2,0,0,0.209843249,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",48
346-8581,137,0,230.2,113,39.13,220.4,79,18.73,204.7,111,9.21,10.7,7,2.89,4,0,0,0.427844534,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",11
363-8824,99,0,146.7,64,24.94,274,99,23.29,321.3,98,14.46,8.9,1,2.4,3,0,0,0.335828444,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",55
353-3351,54,0,210.5,102,35.79,204.5,83,17.38,127.8,53,5.75,8.5,5,2.3,1,0,0,0.169228757,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",42
360-4320,85,0,102,95,17.34,270.2,139,22.97,148.2,105,6.67,10.7,3,2.89,1,0,0,0.340499635,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",44
417-6252,150,0,126,99,21.42,238.5,73,20.27,285.1,100,12.83,10.2,6,2.75,3,0,0,0.286890067,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",1
393-4949,43,0,168.4,125,28.63,243.8,89,20.72,214.7,102,9.66,11.1,2,3,1,0,0,0.284173102,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",27
401-3156,35,0,105.6,129,17.95,258.2,129,21.95,213.1,77,9.59,8.7,3,2.35,0,0,0,0.336362144,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",27
338-6283,98,0,206.5,92,35.11,176.2,152,14.98,232.8,115,10.48,12.4,5,3.35,5,0,0,0.29868453,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",2
352-9017,112,0,217.1,76,36.91,205.2,100,17.44,185.7,91,8.36,9.4,3,2.54,2,0,0,0.300904109,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",19
405-5305,16,0,229.6,78,39.03,205.7,108,17.48,166.2,91,7.48,10.8,2,2.92,0,0,0,0.602840513,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",42
376-9249,98,22,278.3,89,47.31,93.4,143,7.94,107.6,42,4.84,9.7,5,2.62,0,0,0,0.097844769,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",66
339-7139,84,0,138.6,102,23.56,199,93,16.92,204.1,137,9.18,7.8,4,2.11,0,0,0,0.241614906,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",33
328-6011,94,0,234.4,103,39.85,279.3,109,23.74,234.2,121,10.54,2,2,0.54,1,1,0,0.619613767,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",34
378-1303,84,0,181.5,129,30.86,130.7,112,11.11,186.5,118,8.39,8.5,4,2.3,1,0,0,0.180974098,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",33
402-5155,66,0,167.3,91,28.44,230,68,19.55,191.7,118,8.63,10.6,5,2.86,1,0,0,0.366833905,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",23
333-5430,98,31,121,105,20.57,218.9,98,18.61,226.7,110,10.2,12,1,3.24,1,0,0,0.09332055,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",32
365-9696,74,0,221.1,124,37.59,110.8,94,9.42,240.1,112,10.8,10.6,3,2.86,0,0,0,0.184074789,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",11
410-4023,96,26,145.8,108,24.79,192.2,89,16.34,165.1,96,7.43,9.9,2,2.67,1,0,0,0.155466397,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",69
411-7649,119,0,222.8,122,37.88,163.2,107,13.87,160.6,112,7.23,11.2,6,3.02,1,0,0,0.279997357,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",68
338-4065,73,0,183.4,80,31.18,242,115,20.57,201.4,100,9.06,7.5,3,2.03,4,0,0,0.249528645,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",20
421-9401,92,0,264.3,91,44.93,160.9,115,13.68,198.6,73,8.94,9.3,5,2.51,0,0,0,0.478884252,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",72
343-9658,21,0,146,78,24.82,109.7,79,9.32,247.4,108,11.13,6.8,7,1.84,0,0,0,0.183694917,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",60
332-5521,122,0,157.1,134,26.71,184.9,122,15.72,197.2,59,8.87,8.5,5,2.3,4,1,0,0.728392598,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",32
349-4369,133,0,127.3,108,21.64,251.3,81,21.36,135,88,6.08,10.3,3,2.78,1,0,0,0.275356042,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",1
351-4288,145,0,187.9,110,31.94,197,117,16.75,167,108,7.52,4.8,4,1.3,2,0,0,0.210443225,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",1
422-5874,25,0,178.8,90,30.4,141.2,72,12,203,99,9.14,8.4,5,2.27,2,0,0,0.187027743,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",3
396-2324,64,0,97.2,80,16.52,186.2,90,15.83,189,92,8.5,10.4,6,2.81,2,0,0,0.248766285,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",46
416-5662,85,0,259.8,85,44.17,242.3,117,20.6,168.8,72,7.6,5.4,1,1.46,0,0,0,0.349637036,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",29
363-9663,126,0,256.5,112,43.61,199.5,90,16.96,188.3,122,8.47,7,5,1.89,3,0,0,0.402908441,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",51
410-9477,76,0,169.5,77,28.82,124,87,10.54,219.4,92,9.87,10,3,2.7,0,0,0,0.290510039,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",48
352-4418,113,0,239.7,47,40.75,282.9,110,24.05,238.4,88,10.73,8.7,3,2.35,2,0,0,0.62875875,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",16
361-6563,224,0,171.5,99,29.16,160,103,13.6,212.4,102,9.56,5,2,1.35,1,0,0,0.414312874,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",70
417-4404,117,0,239.9,84,40.78,174.8,106,14.86,209.5,93,9.43,9.8,2,2.65,0,0,0,0.490387424,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",40
372-8048,128,34,142.3,73,24.19,194.8,79,16.56,239.3,81,10.77,16,6,4.32,1,0,0,0.214657048,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",22
356-3646,115,0,184.1,98,31.3,327,73,27.8,212.5,106,9.56,7.5,6,2.03,2,0,0,0.190400432,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",1
351-9604,141,28,206.9,126,35.17,264.4,126,22.47,171.8,124,7.73,9.3,11,2.51,2,0,0,0.157762745,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",5
355-9581,51,0,259.9,114,44.18,176.2,94,14.98,77.2,112,3.47,15.3,1,4.13,1,0,0,0.261971347,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",7
396-5189,100,0,203.8,122,34.65,283.1,76,24.06,197.3,83,8.88,12.5,3,3.38,0,0,0,0.309649252,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",29
356-9187,96,45,248.8,124,42.3,140.3,77,11.93,263.6,102,11.86,10.3,2,2.78,3,0,0,0.147889043,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",44
394-5537,112,16,221.6,110,37.67,130.2,123,11.07,200,108,9,11.3,3,3.05,1,0,0,0.229841368,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",10
408-2712,129,0,192.9,131,32.79,185.5,101,15.77,205.2,130,9.23,10.9,4,2.94,1,0,0,0.229354098,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",55
404-4486,163,0,122.4,129,20.81,113.4,108,9.64,180.2,97,8.11,12.5,7,3.38,1,0,0,0.30754991,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",52
355-1113,67,40,104.9,65,17.83,216.3,93,18.39,217.4,128,9.78,9.6,9,2.59,1,0,0,0.065004074,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",10
411-4674,140,0,173.2,91,29.44,196.8,106,16.73,209.3,128,9.42,11.2,5,3.02,3,0,0,0.297973216,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",18
376-4519,49,0,119.4,69,20.3,273.3,92,23.23,214.4,153,9.65,12.4,7,3.35,2,0,0,0.268850419,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",68
365-5979,46,0,250.3,100,42.55,260.6,90,22.15,195,104,8.78,13.3,2,3.59,2,1,0,0.74407103,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",61
382-2879,148,0,178.3,98,30.31,282.6,110,24.02,181,98,8.15,11.4,4,3.08,1,0,0,0.238654966,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",72
420-1383,112,0,243.4,77,41.38,182.1,97,15.48,259.2,94,11.66,12.8,2,3.46,1,0,0,0.60697204,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",2
411-7390,78,0,155,106,26.35,175.3,101,14.9,155.6,125,7,11.8,5,3.19,2,0,0,0.288875878,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",12
383-8848,61,31,288.7,101,49.08,203.8,102,17.32,203.2,49,9.14,8.6,3,2.32,0,0,0,0.190177832,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",41
387-9301,58,29,240.4,80,40.87,118.9,91,10.11,164.2,108,7.39,11.2,3,3.02,1,0,0,0.162678576,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",26
399-3164,155,0,190.3,123,32.35,301.3,96,25.61,214.6,134,9.66,8,3,2.16,1,0,0,0.238453506,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",36
385-8997,100,0,278,76,47.26,176.7,74,15.02,219.5,126,9.88,8.3,4,2.24,0,0,0,0.76019858,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",72
352-6573,113,0,155,93,26.35,330.6,106,28.1,189.4,123,8.52,13.5,3,3.65,1,0,0,0.330561989,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",35
408-3384,81,0,153.5,99,26.1,197.6,102,16.8,198.5,86,8.93,6.3,2,1.7,2,0,0,0.253727094,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",1
419-6033,135,27,273.4,141,46.48,154,99,13.09,245.8,112,11.06,12.3,6,3.32,1,0,0,0.260611567,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",16
336-2090,99,0,155.3,93,26.4,265.7,95,22.58,145.7,67,6.56,12.4,4,3.35,0,0,0,0.246542725,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",49
343-7242,59,29,133.1,114,22.63,221.2,82,18.8,131.6,103,5.92,6.8,3,1.84,1,0,0,0.110055521,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",54
376-1713,135,0,246.8,129,41.96,187.8,121,15.96,154.5,109,6.95,12.6,5,3.4,1,0,0,0.518660059,['Basic Retention Offer'],"Day Mins (11.92%), Day Charge (10.35%), Night Charge (7.45%), Eve Charge (7.38%), Eve Mins (7.28%), Night Mins (6.77%), Intl Mins (6.57%), Intl Charge (6.32%), Day Calls (6.05%), Account Length (5.92%)",18
